Hotel Name,Hotel Class,Hotel Rating,Hotel Quality,Location,Cleanliness,Service,User Name,Review Title,Review Text,Date of Stay,User Rating,Review Likes,Trip Type,Value,Location,Cleanliness,Service,Rooms,Sleep Quality
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Nuclearwasteman,Perfect. Already booked for next month.,+ great location; 8 mins to kings cross+ fantastic condition of rooms; large bright and stylish+ good value parking for London+ excellent front desk; very friendly and polite + nothing to complain about; I’ve already booked my stay for next month!!,October 2019,5.0,78,Traveled on business,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Paul,"Lovely hotel, friendly staff and great location.","Lovely new hotel, rooms well thought out, total relaxation. Staff really friendly and helpful. Regularly stay in Strafford and this is now the first hotel I look to book. Highly recommend this hotel when staying in Stratford.",October 2019,5.0,1,not mentioned,-1,5.0,-1,5.0,-1,5.0
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,dsc815,Well appointed hotel with excellent gym,"Convenient to public transit to Central London and especially convenient to London City Airport (15 min away on the DLR) this new hotel provides solid value, well appointed modern rooms, and several dining options including a casual brasserie on the lobby level and a chef driven restaurant Allegra on the 7th floor.  These are restaurants that happen to be in a hotel and attract a local crowd, not “hotel restaurants”.   The wild mushroom toast with poached eggs at breakfast was excellent.Highlight for me was the excellent gym facility on the mezzanine level  - open 24 hours with modern equipment and a broad variety of machines and never very crowded.  For some reason hotel gyms are hard to come by in London but the Stratford’s offering was first rate.They are still working out some kinks as a new property but staff were friendly and helpful and overall my stay was superb.",October 2019,5.0,340,Traveled solo,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Robert,Great Hotel,As a West Ham fan who lives between Lincolnshire and Spain and stays in Stratford for every home game with either his two sons or as part of a larger group I am glad to have discovered this new hotel which is a class above the others in the area.,October 2019,5.0,1,Traveled with family,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,David H,A real treat,"Stayed one night so we could have an evening out with friends in Stratford. The staff are wonderful, the room very well presented and comfortable and the whole experience a delight. We spent the late evening in the bar that was a perfect end to a great day - top notch service and an excellent DJ. Nice to not have to check out until 12.00 the next day allowing a gentle start to enjoy a lovely breakfast.",October 2019,5.0,1,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,MrShaylor,Understated,"Wow. Super impressed with The Stratford. One night stay in Oct 2019 and found that it was understated for its simplicity, beauty and functionality. From a very subtle hideaway reception (special mention to Inga, who was really pleasant) to the opulence of roof terraces. It is the simple, clean styled but more importantly super efficient operationally. Rooms are packed with great tech functionality and it is in a great location for London and UK exploration. Great work",October 2019,5.0,6,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Bid H,Our go to restaurant and hotel,Love this place...brilliant location. Rooms are stylish and immaculate. Beds are divine. Staff are friendly and professional. The breakfast is 1st class. The restaurant downstairs is where we have eaten a fair few times! ...the food is incredible...try the cod cheeks they're amazing! Oh and the Romenero peppers ...oh and the scallops. The shared steak platter is immense! I could go on...I'm working my way through the menu! And then you are a stones throw from Stratford Westfield and the train station just perfect! Enjoy!,October 2019,5.0,28,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,jason337,6 minutes from Kings Cross,"We were off to see Cher at the 02. The Stratford is the premium hotel in the area. The hotel is brand spanking new. Beautifully decorated rooms, amazing service (such well-trained staff). We had brunch in the brasserie with a G&T, being a vegan I was worried that the options would be limited, like most hotels. However the selection was great, cauliflower burger to die for. The transport options are amazing, DLR, Stratford International, Jubilee line. Plus the shopping at Westfield was worth spending the whole weekend.  I work in Hammersmith and was at my desk in 50 minutes. Amazing will be back.",October 2019,5.0,10,not mentioned,5.0,-1,-1,5.0,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Manda B,All class,"Fabulous hotel, it was the best decision to stay here on our recent trip. Location was great underground a few minutes away and rail service a minute away. Rooms are very comfortable and clean size of the rooms are brilliant. Staff we very friendly and obliging could not fault anyone. Special mention to Federica the lounge manager and Michaelangelo, it was such a pleasure to meet you both and seeing you every morning was a great way to start the day both of these staff members went above and beyond to make sure we enjoyed we our stay. We will certainly be checking back in when next in London. Thankyou so much Stratford Hotel.",October 2019,5.0,1,not mentioned,-1,-1,5.0,5.0,-1,5.0
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Bridget B,The Stratford hotel,"Welcoming hotel with beautiful rooms and facilities friendly staff, who are all eager to attend to your request, A good choice on the menu for breakfast, I did feel there was a slight lack of knowledge of what was required for the table",October 2019,5.0,1,Traveled with family,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Lisa,Brilliant stay,Beautiful minimalist clean hotel. Fairly spacious for a medium room. We made use of the bar on the mezzanine one evening and lobby lounge for coffee on our final day. Could not fault anything! Just a few steps to Westfield shopping and Stratford International for high speed rail which is amazing. Would love to stay again!,October 2019,5.0,6,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Mathieu,Mathieu,"Fantastic luxury hotel. The staff is very kind and helpful. The breakfast is very good. The room is Clean, modern and the bed is comfortable.Nice place near the mall and underground. Close to center city, around 10min with underground.Nothing to add !!",October 2019,5.0,1,Traveled with family,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,danieljcohen,Excellence,Front he start the staff were amazing and I highly recommend this as a great place to stay. Arrived early and they were able to arrange room for me before check-in. The service and accommodation was perfect. Well done.,October 2019,5.0,140,Traveled with family,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Debbie S,great location,Hotel staff very professional and attentive we were upgraded to a larger room which was appreciated only thing was the dark bathroom not so great for applying make-up apart from that great hotel and location,October 2019,4.0,2,Traveled with family,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Niall B,Birthday Surprise,"A special trip deserved a special location to stay. The Stratford Hotel gave us that. Stylish, very comfortable and extremely friendly staff. The room and its facilities were excellent and made for a good nights sleep. Thanks for making it a good stay.",October 2019,5.0,10,not mentioned,4.0,4.0,-1,5.0,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Sarah B,Sarah B,I enjoyed my weekend stay there. I was able to check in early and they staff walked me up to give me a tour of the room. The room was very clean and comfortable. The bathroom was spacious and very clean as well. The staff were amazing and really friendly. I will definitely be going back!,October 2019,5.0,2,Traveled solo,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,travelspy_10,A relaxing stay,"The staff were very friendly and the hotel had a lovely relaxing feel. The rooms were very well equipped, comfortable and quiet with lovely REN products in the bathroom. Parking was next door in the station multi-storey which was convenient and well priced. Travelling back to the hotel was a little tricky at night once the DLR had been closed so we had to get a taxi back from Stratford station to the hotel. Overall a very lovely stay and would recommend.",October 2019,5.0,1,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,REGGIEERIC,Eric Allan,"Just enjoyed a two night stay at this very modern and classy hotel The service and staff were top classYou must try the baked eggs for breakfast they are deliciousThe Allegra restaurant on the 7th floor is a hidden gem,class food,service,highly recommended 👌",October 2019,5.0,6,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Philip K,Mr,Excellent reception and excellent facilities Keep it upThe beds are excellentThe furniture are new and elegant The staff attitude ; oh mineThe food ; kudos to the cheffThe environment is friendly and quiet.I look forward to coming back.I highly reccommend other travellers.,October 2019,5.0,1,Traveled with family,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,karenmulcahy,"Fabulous place to stay - clean, fresh, modern, a delight","Courteous staff, fabulous rooms with excellent little extras that made the whole experience fabulous. Ease of access by DLR and close to places including Excel, O2 etc. I would highly recommend staying here and will definitely use again every time I am in the area.",October 2019,5.0,2,Traveled on business,5.0,-1,-1,5.0,5.0,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,katiesp98,Amazing hotel - loved our stay!,"Stayed at The Straford for 1 night in a medium room with outward window view ( of westfields and train station), we also had dinner and breakfast. Absolutely loved our stay, the hotel decor is minimalist but still artistic with a luxurious feel. Our bathroom was beautiful with a shower head and rain shower feature above - the bathrooms also come with REN products which is a brand that I love.The bed was extremely comfortable, definitely made it hard to get out of in the morning!Loved that checkout was at 12pm - would definitely go back and recommend for couples!",September 2019,5.0,1,not mentioned,5.0,-1,-1,5.0,-1,5.0
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,microtoaster,Lovely hotel and ideal for the O2,"Stayed for one night as we were going to the O2. It’s 20 mins on the tube and Stratford is a lovely area, so ideal location. The hotel is clean. The room was gorgeous (we were upgraded on arrival), the facilities in the room were perfect, room service for breakfast was fantastic and easy to order, staff were really friendly and helpful. For London, the price of the room was very reasonable (the mini bar is expensive but we didn’t use it). We go to Stratford a lot as my sister lives there but we will definitely be using this hotel again. Fab night away.",September 2019,5.0,2,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,monirelv,"Great hotel, great price!","Great stay, clean/spacious room, staff extremely attentive, only negative I would say is while I was there a fire alarm test happened and I was not notified so assumed it was real came to reception and was told it was a false test alarm, other than that would highly recommend!! Will be returning for sure.",September 2019,5.0,1,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,klive1961,Great Service - Great Stay,"Quite a new Hotel - but offers a wide range of plus points and reasons for staying in Stratford. Easy parking next door to hotel - book in advance or pay per day for just £6.30. The overground train service runs every 20 minutes and gets you to St Pancras International in 6 minutes!! The Westfield Centre and surrounding streets offer a cosmopolitan choice of bars, restaurants, shops that cater for just about everything.  The Stratford is stylishly modern and the staff are friendly and helpful. This will be our destination hotel when visiting London - it makes complete sense! Oh ... and dog friendly!",September 2019,5.0,186,not mentioned,-1,-1,-1,5.0,5.0,5.0
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,LucieAbberley,Best service EVER,"Anna and Rita on reception have absolutely just made my week - warmest, friendly service and the most beautiful room! Could not recommend more - will definitely be returning. Rooms are large, very clean and so nice. Thank you!!",September 2019,5.0,3,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Marie D,Stay,Excellent friendly staff in all areas including bar and restaurant Clean immaculate roomsSpacious in central areas car parking next doorsBreakfast great with good choiceMany good features Albeit near station no noise from trains will definitely visit again anytime,September 2019,5.0,42,Traveled on business,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Jason H,Best in Stratford,I stay in this area for work from time to time and this is by far the best Hotel in the area.Nothing is too much trouble for the staff. There was a query over whether the business had pre-paid or I had to pay on checkout and all of it was handled brilliantly by the receptionist.The room was gorgeous and felt luxurious. A lovely handwritten note from ‘Tash’ who had presumably made up the room and fresh fruit had been left for me to have.The team in the restaurant couldn’t have been more attentive at breakfast. I’ll definitely stay again.,September 2019,5.0,12,Traveled on business,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Mr S M,One of the best hotels in London by far!,"Absolutely stunning! Lovely staff and a great location with the Stratford underground and Westfield literally on your doorstep, plenty to do inside and out of the hotel, its brand new, clean modern and stylish, really enjoyed our stay here and cant wait to go back again. Breakfast was lovely! Only downside is the showers are not very powerful at all.. but everything else 10 out of 10!",September 2019,5.0,4,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,David F,"Friendly, organised and great value","I felt at home straight away, greeted by staff on arrival. The hotel is right next to Stratford International station and walking distance from the ‘ordinary “Stratford station. The room was perfect for my needs and very clean. It’s also very handy for Westfield Mall. I’ll be staying here next time.",September 2019,5.0,12,Traveled on business,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Sam Pegg,Amazing stay!,"We booked a nights stay on 21st September and I can honestly say that The Stratford is one of the best hotels I have ever stayed in. A large part of this is down to each and every member of their amazing staff, who helped make our stay so wonderful. The hotel is next to the Westfield Centre, which is fantastic for food, drinks and shopping. Very close to the Olympic stadium/West Ham, and next to Stratford International, so perfect as a base to explore London. On arrival we were greeted by Sue and booked in by Inga. Both made us feel so welcome and the checking in process was very quick and efficient.We were allocated room 505 which was a king sized room. Sue showed us to our room and took great time and care showing us all of the facilities and how to use the room tablet for anything we needed. Our room was a lovely size, very contemporary in design, but still warm and cosy. The rooms have all been designed with great care and thoughtfulness. There were plenty of electrical sockets around the room and on both sides of the bed(even European ones), and a wireless iPhone charger. These were a huge bonus considering a lot of hotels do not take it into consideration. There was a well stocked and very reasonably priced mini bar and snack basket, along with a proper coffee machine. These were all neatly stored away in their own area behind doors. In this area was also a proper hairdryer, as opposed to those things hotels claim are hairdryers, attached to a wall. The wardrobes were of good size, which contained a robe, slippers and hoodie. The bathroom was pristine, with a walk in shower and a lovely range of complementary toiletries that were more akin to a day spa that a hotel. The only thing I could possibly find a fault with is that the water pressure was not so great, and if it was better, then it would be absolutely perfect. We especially loved the many lighting options for the room and bathroom. Unlike other reviews, we loved the movement activated lighting near the bathroom. The light isn’t bright and it was welcomed in the middle of the night. The bed! The bed was like sleeping on a cloud, and the bedding and pillows were unbelievably comfortable. Along with the black out curtains, thick windows and a great air con system, we had a fantastic nights sleep. We had a few drinks in the hotel bar/restaurant when we returned from our evening out and again, found the staff to be welcoming and friendly. A wonderful range of drinks and cocktails too. We didn’t eat in the restaurant, but the menu looked lovely. We already had a late check out, but were thrilled when we received a message saying that because of the rain, we could check out at 2pm. This was a lovely touch as we didn’t want to move! We ordered breakfast in bed and it was cooked to perfection. We very reluctantly had to check out and were helped by yet more friendly staff. I cannot sing the staffs praises enough. Every single member we came across were friendly, polite and helpful. We shall most definitely be returning to The Stratford. Thank you for such a wonderful stay",September 2019,5.0,51,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Erica B,The Stratford Hotel,"My daughter and I had a great stay, the staff was very friendly and kind. It s eco friendly how I like, we only had breakfast there but it was so yummy!!! Love the pancakes 🥞😋 I highly recommend this hotel, no just for business trip but for any occasion, it s a really relaxing stay ⭐⭐⭐⭐⭐",September 2019,5.0,4,Traveled on business,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Grace L,A stunning visit from start to finish,"Amazing hotel! Very clean and beautiful rooms, the staff were lovely and so helpful. Nothing was too much trouble, I highly recommend this hotel!One of my favourite hotels in London - stylish but not pretentious",September 2019,5.0,1,Traveled on business,5.0,-1,-1,5.0,-1,5.0
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Claire B,"Lovely hotel-great room, food and facilities","Had a great stay. Lovely room with a comfy bed and stylish decor. Used the gym. Had drinks in the lounge and the bar, and dinner in the brasserie. Perfect for a business stay as I felt safe and comfortable and didn’t have to leave the hotel, yes still felt I’d had a lovely, varied evening.",September 2019,5.0,3,Traveled on business,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,GeordieDon,Magnificent Hotel,"1 night thoroughly enjoyable business stay.6 minutes from St Pancras by trainRoom was excellent; two TVs, comfy bed, nespresso coffee machine, excellent decorStaff were friendly and helpfulFood was lovely (One of the best steaks I’ve had in a while)Received a free cocktail upon arrivalThe hotel has only been open since July, so there is the odd thing you notice that needs tidied up I.e. in the lifts, however do not let this put you off.Highly recommended.",September 2019,5.0,7,Traveled on business,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Ken F,Lovely modern hotel with great rooms,Fantastic hotel right next to Stratford International and Westfield Olympic Park. Really nice rooms with great en-suite. Would love to stay here again for business.Rooms have sockets for all travellers and connections Game consoles. 24 hour gym and amazing restaurant.,September 2019,5.0,34,Traveled on business,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,lovehull,Nearly there. Friendly staff let down by one individual.,"Check in - speedy and friendlyRoom - plush and comfortable HOWEVERThe backlight in the lower bathroom would not turn off meaning we had to shut our bathroom door in order to sleep in darkness.The design is generally very slick but the design of cupboard doors is a pain because there are no handles. Did the builders forget these?Facilities - We were looking forward to our view and meal at Allegra as promised online but on arrival we were told ir wasn’t yet open, disappointment here.The downstairs bar was well stocked with a great selection of malt whiskey, wine and local products (try the local pilsner as it’s very good! Also there’s is a low alcohol pilsner also made locally which is also good). However the bar was slightly unfinished, perhaps the builders are behind schedule as no light fittings, just concrete.The evening barman (guy with glasses) was fantastic. He was friendly, chatty and was happy to recommend things to suit our tastes. The waitresses were very friendly and accommodating and one member of staff even brought my jacket up to my room as I’d left it downstairs.Sadly, the staff was let down by one particular member, a bar managed called Pablo. He was arrogant and only seemed to want to serve us after we had changed into slightly smarter dress. He was condescending when handing us the menu, his product knowledge wasn’t up to scratch. It seemed as if we weren’t good enough for him until we bought more expensive items. Overall - really enjoyed stay, felt relaxed and comfortable but the said barman really got to me and one was made to feel slightly unwelcome, and once he took over the bar, we retreated to our room. The room had great sound system, tv and entertainment options and minibar nicely stocked. Robes and hoodies for comfort and a nice coffee machine provided. The bed and pillows were comfy and the blackout curtains ensured a good night sleep. If possible ask for higher room for better view. Transport links excellent - would consider returning if management was as friendly as team.",September 2019,4.0,55,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Sam B,Wonderful drinks party at the Stratford Hotel,On Friday a friend of mine arranged a great wedding night cap at this lovely hotel. I want to say a special thank you to the staff and manager on the night who made every effort to make the evening special and accommodate our party. The bar staff made incredible cocktails which were a great way to close in the evening. The ambiance of the hotel is amazingly stylish and I can highly recommend this location as a haven from the busy streets of Stratford.,September 2019,4.0,15,Traveled with friends,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Court,Great location,Kind and professional staff!!  Clean and comfortable rooms. Great location for work and sight seeing. Quiet location despite being so close to major transportation connections. The gym is excellent!!!!,September 2019,5.0,1,Traveled on business,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Corene v,Wonderful experience,"Very easy to reach the hotel: It is right next to the station and it only took 6 minutes from St Pancras.  Stunning building, beautiful sculpture in courtyard and the interior of the building is great too.  The triple height ceiling is a real WOW factor.  Very friendly staff (went out of their way to make it a special stay), room has everything you need and more, lovely shower.  Food was excellent and can recommend the cocktails - great atmosphere in the open plan lounge. Continental breakfast was super and it was refreshing & nice to have it served (and not have a buffet style breakfast). Will definitely stay here again.",September 2019,5.0,3,not mentioned,5.0,5.0,-1,5.0,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Go599136,Great experience.,"Lovely room, well appointed with lovely fittings. Very relaxing. Staff were fantastic - attentive and helpful. We ate in the hotel in the evening and the food was super. Imaginative menu and lovely breakfast experience too. Will stay here again. Very strategically situated and who can resist all those shops next door?",July 2019,5.0,2,not mentioned,5.0,-1,-1,5.0,-1,5.0
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Becca E,A Memorable Stay At The Stratford Hotel At Manhattan Loft Gardens,"I recently had the pleasure of staying at The Stratford Hotel At Manhattan Loft Gardens and it didn't disappoint.My welcome was warm and inviting and my check-in was seamless.The elegant bedroom was beautiful in appearance, spacious and the decor was very impressive.The bathroom facilities are light, bright and airy and the shower is simply heavenly.The food in the Brasserie was superb and the breakfast options are a certified winner!The hotel is ideally located and less than a two minute walk from Stratford International.In short, a gorgeous looking property with outstanding views and exudes elegance, class, sophistication coupled with first class service from the excellent and friendly staff.",September 2019,5.0,2,Traveled on business,5.0,-1,-1,5.0,5.0,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,MacklinHerefordshire,Very impressive,"Great stay at The Stratford!  Really impressed with the staff, location and decor.  The in room iPad system for ordering room service was very clever, and I loved the feel and vibe of the hotel.  As some have mentioned - it’s not quite finished yet, but this should not detract from the experience.",September 2019,5.0,71,Traveled on business,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Andy Trewin Hutt,Not sure if it’s open yet,"Firstly the room finish is beautiful, it’s a lovely piece of design through and through. Amazing finishes and attention to detail is 10/10. The place just is that, a piece of design with little thought for the humans within it. Not much in the way of directions to get places, complicated fixtures & fittings, and zero atmosphere (on a Monday night).We had to call the reception at 00:30 to find out how to switch off the final lights. I feel like there are some bits that just haven’t been used and these problems have not had a chance to be fixed.Worth a visit but I’d give it a while for them to think about the needs of the humans inside the hotel and not the ego of the designers who worked on it.",September 2019,4.0,7,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Rachel V,Gorgeous room and the friendliest staff!,"Great location, right next to trains and Westfield shopping centre. The staff are hands down some of the friendliest people we have ever met! From walking in, to checking in, to being shown the room and then check out, every stage was greeted with a smile. You could really tell that everyone cared about the guests and would do all they can to make sure all guests are happy. The room was gorgeous. We felt very fancy, that's for sure! The bathroom was beautiful and gave a real sense of relaxation. The windows were ceiling to floor which gave a lovely light into the room. The bed was so comfortable, we didn't wake up once throughout the night and woke up refreshed! We didn't order room service (my fault as I'm vegetarian and although there were options, I'm a bit of a picky eater!) But the menu was great and considering how fancy the hotel is, the prices were really good! They've also got a great system that runs through a tablet in the room where you can order room service throughout the day and night, look at information such as local restaurants, local events and events at the hotel and other services the hotel offers. Will definitely stay here again next time we visit Stratford!",September 2019,5.0,5,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Chris G,Great hotel,"Really enjoyed my stay at The Stratford as did my girlfriend. Comfortable bed, lovely decor, wonderful shower and great use of tech that was easy to use. Staff are super friendly and if i need to come to the area again ill look to stay here.",August 2019,5.0,1,Traveled as a couple,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Neil G,Amazing new hotel,"First time staying at the Stratford recently, fantastic rooms/facilities and really great staff.  A few minutes walk away from the Train station and very close to the Copper box arena. I will definitely stay here again.",August 2019,5.0,17,Traveled solo,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Fountainsabbey,Uber-cool; but still learning,"Ideal location for East London, adjacent to Stratford International Station and the West field Shopping Centre. Monochrome decor everywhere which is attractive - feels like one is inside an art installation. Breakfast is a-la-carte and we prefer a buffet. Not clear to us (or the staff!) what is included in a bed-and-breakfast booking. There should be separate menus and, surely, modern computers can inform the breakfast reception staff which guests are on which deal (as you have to declare room number when you arrive in the dining room). There were plenty of staff in the dining room; but service was poor - we had to ""chase"" our order on each of our three day stays.  The food, when it arrived, was delicious, except for the pastries and toast, which was dry and not fresh.All the staff were friendly and helpful.",August 2019,4.0,55,not mentioned,-1,-1,5.0,3.0,-1,5.0
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Rose_Annie8,"Comfortable, but style over substance","The lobby was spacious, relaxing and comfortable, and the rooms were stylish and a good size for London. The bathroom was particularly good, with nice facilities and products. Staff were friendly, but seemed to have little to do. The hotel seemed unfinished, with some lack of attention to detail (the handle of the tap came off in my hand, cabling was visible in the corner of the restaurant and a bit of the shelf in the bathroom was hanging off) and it was disappointing that the roof terrace wasn't open, despite being advertised on the website. I did really value the technological integration in the room, though.",August 2019,4.0,24,not mentioned,-1,-1,4.0,4.0,4.0,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Lenny P,Happy hotel,"Well spec'd one of the main reasons for choosing and everything still as new. Staff couldn't do enough for us and all very nice and no 'wish I wasn't here' attitude. Food good albeit with some early days teething problems. Not wishing to be negative but the biggest disappointment was the roof terrace and restaurant wasn't open yet. The real test is would we go back, yes we, even if it was just for the terrace.",August 2019,5.0,3,not mentioned,-1,5.0,5.0,5.0,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,kyyjonssoni,Highly recommended design hotel!,"Oh oh oh, we had our honeymoon-visit to this hotel which we selected mostly because of stylish furniture choices and scandinavian design -feelings and boy we didn't get disappointed. Got upgraded room and prosecco waiting for us which was very nice gesture from the hotel!Room were very clean and nicely decorated. Big windows giving to Westfield -shopping center (which is huge if you're into shopping) and to railways. Sun was shining to our room every morning so really can't complain about that. Bathroom was nice and tidy with rain shower.Only things I see someone would be bothered (not us) were sounds of trains passing hotel. And the thing that we can give slight minus were about breakfast, which was in awesome restaurant, but was not easiest to understand what you can order with inclusive breakfast, what you're really getting when ordering something and in our last morning, staff seemed like a couple of trainees compared to earlier experience.But yeah. Highly recommended!",August 2019,5.0,82,not mentioned,-1,5.0,5.0,5.0,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,LucyandJase,A gem in the heart of East London,We stayed at The Stratford during August with our 5 year old daughter. From the moment you step in the door you can tell the hotel thrives itself on making sure guests have the best possible experience. The place is luxurious in every aspect.The concierge was incredibly helpful to highlight the many things to do around the area and how to get there etc. After check in our bags were taken to our room whilst we had a relaxing drink in the bar; all the staff were all so friendly and attentive and made our little girl feel like a princess. The decor is modern but tasteful and the rooms are not lacking in mod cons. The bed was heavenly and the bath was amazing. We didn’t eat dinner in the hotel as we were meeting friends but did have breakfast the following morning. The great thing about this place is the food is cooked to order so not sat under a hot plate going hard and dry. You can switch things up to suit your own tastes if there is something you aren’t keen on. The restaurant staff seemed more than willing to accommodate our specific likes and dislikes. You just have to ask! This was our first time visiting East London and I love it so much more than Central London in terms of atmosphere. The hotel is really well positioned next to the station and the shopping centre. Well done to the management at the Stratford who are clearly working incredibly hard to make this new hotel a success. We can’t wait to come back soon.,August 2019,5.0,43,Traveled with family,-1,-1,-1,-1,-1,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Nicky U,Service with a smile,Is already a lovely modern hotel but sure will be even better when fully completed (Did not interfere with our stay in any way)Great for anyone wanting a top class hotel for the London Stadium!You can just step off the train  into the hotel.,August 2019,5.0,1,not mentioned,-1,-1,5.0,5.0,5.0,-1
The Stratford Hotel,4.0,4.5,Excellent,4.5,5.0,4.5,Amanda,Amazing customer service,"From the moment we arrived the staff were amazing, nothing was too much trouble. We were upgraded to a room with a bath and we had a great nights sleep in the lovely queen size bed. The staff on reception were so helpful and we would definitely stay again. Many thanks.",July 2019,5.0,1,Traveled with family,-1,-1,-1,-1,-1,-1
